Lat,Lon
40.6951,-74.1782
40.7397,-73.9895
40.7402,-74.0078
40.7383,-73.9922
40.7652,-73.9753
40.7706,-73.9667
40.7306,-74.0004
40.7387,-74.0039
40.7329,-74.0041
40.7289,-74.0007
40.7711,-73.8662
40.7055,-74.0134
40.7548,-73.9897
40.7793,-73.983
40.9421,-74.0181
40.7605,-73.9582
40.7267,-74.0027
40.7354,-74.0096
40.7222,-74.064
40.7458,-73.9882
40.7412,-73.9847
40.7687,-73.9932
40.737,-73.9915
40.7658,-73.9543
40.7506,-73.987
40.7442,-74.0052
40.7251,-73.9942
40.6898,-73.9926
40.7584,-73.9721
40.6448,-73.7825
40.7225,-73.993
40.7821,-73.946
40.7752,-73.9592
40.7746,-73.9821
40.7377,-74.0318
40.7646,-73.9798
40.7317,-73.9903
40.7801,-73.9552
40.9003,-74.0002
40.7815,-73.9561
40.7186,-73.9949
40.9103,-73.969
40.7367,-73.9907
40.742,-73.9852
40.731,-74.0013
40.7515,-73.9818
40.7606,-73.9803
40.8249,-73.9392
40.7461,-74.0007
40.7264,-74.0089
40.731,-73.9577
40.7366,-73.9975
40.72,-74.0002
40.7604,-74.0028
40.7585,-73.9629
40.7283,-74.0108
40.7198,-73.9992
40.6878,-74.1818
40.7157,-74.0143
40.7052,-74.0071
40.7274,-73.9935
40.8387,-73.9423
40.72,-73.9942
40.7228,-74.0002
40.7324,-73.9872
40.7149,-73.9987
40.7182,-73.994
40.7436,-73.9853
40.7586,-73.9687
40.7107,-74.0086
40.7433,-73.9842
40.7744,-73.9893
40.7885,-73.9436
40.6719,-74.0106
40.7141,-74.0061
40.7637,-73.9762
40.7479,-74.0046
40.6555,-74.0067
40.7204,-74.0035
40.7379,-73.9903
40.7352,-73.9857
40.7377,-74.0018
40.7549,-73.9728
40.734,-73.978
40.7543,-73.981
40.6909,-73.9843
40.888,-73.9162
40.7564,-73.9819
40.6684,-73.9868
40.717,-74.0026
40.7141,-73.9965
40.7276,-74.0003
40.7642,-73.9691
40.7483,-74.0056
40.728,-73.999
40.7604,-73.9659
40.7632,-73.9746
40.7478,-73.9458
40.7355,-73.9981
40.6785,-73.9898
40.6734,-73.957
40.7749,-73.9653
40.7603,-73.9913
40.7576,-73.7154
40.645,-73.7821
40.7554,-73.9912
40.7561,-73.992
40.7842,-73.9529
40.7732,-73.8855
40.7214,-74.0019
40.7833,-73.9767
40.757,-73.9906
40.7475,-74.0081
40.7286,-74.0018
40.7615,-73.9805
40.7193,-74.0063
40.7593,-73.9694
40.7741,-73.966
40.7739,-73.8713
40.6419,-73.7888
40.6883,-73.9985
40.6726,-73.97
40.7837,-73.9477
40.7419,-73.9899
40.7139,-74.0144
40.7878,-73.9788
40.7708,-73.9478
40.7212,-74.0014
40.7638,-73.9148
40.7223,-73.9995
40.7448,-73.9954
40.7047,-73.9261
40.6484,-73.7832
40.6799,-73.965
40.7196,-74.0052
40.6449,-73.782
40.7475,-73.9439
40.7864,-73.9687
40.7104,-73.8506
40.6981,-73.9299
40.7554,-73.9748
40.7258,-73.9997
40.6464,-73.7771
40.7235,-74.0034
40.7732,-73.8855
40.7618,-73.9785
40.7879,-73.9757
40.6729,-73.9628
40.7431,-73.9912
40.7393,-74.0497
40.719,-73.9642
40.7209,-73.9842
40.7174,-73.9555
40.7598,-73.9829
40.6776,-73.9482
40.6446,-73.7824
40.7531,-73.9745
40.7313,-74.0098
40.7521,-73.8711
40.7184,-74.0008
40.7641,-73.9691
40.7569,-73.9849
40.7635,-73.9813
40.7491,-73.9774
40.7755,-73.7083
40.7663,-73.9642
40.7496,-73.9951
40.7592,-73.9743
40.6893,-73.957
40.7511,-73.9714
40.7387,-74.0091
40.7656,-73.9169
40.7876,-73.9745
40.6775,-73.9634
40.7337,-74.0025
40.7518,-73.9937
40.7563,-73.9928
40.7554,-73.9822
40.7548,-73.9838
40.7544,-73.9889
40.7198,-73.9986
40.7316,-73.9891
40.7149,-74.0066
40.7197,-73.9949
40.7079,-73.9462
40.6743,-73.9575
40.7204,-73.9633
40.7101,-73.8646
40.7635,-73.9796
40.7227,-73.9941
40.7855,-73.9698
40.7688,-73.9681
40.7734,-73.8855
40.7584,-73.9889
40.7237,-74.0005
40.7445,-73.9908
40.7591,-73.965
40.7249,-73.9808
40.7547,-73.9865
40.7513,-73.9841
40.7272,-74.0052
40.7059,-74.0085
40.7261,-73.9918
40.7455,-73.9991
40.7719,-73.9611
40.7455,-73.994
40.6448,-73.7817
40.7487,-73.9781
40.7488,-73.9733
40.7926,-73.9714
40.7237,-73.9882
40.6842,-74.0023
40.7326,-74.0573
40.7054,-74.0077
40.7601,-73.9717
40.7847,-73.9761
40.7505,-73.8911
40.7556,-73.9975
40.753,-73.9751
40.7297,-73.9967
40.7319,-74.0036
40.7435,-73.9728
40.7555,-73.9868
40.743,-73.9912
40.7647,-73.9622
40.7437,-74.0077
40.7605,-73.9767
40.7136,-73.9901
40.7586,-73.9896
40.7723,-73.9862
40.734,-74.0006
40.7544,-73.9955
40.683,-73.9767
40.6804,-73.9315
40.7285,-73.9986
40.7276,-74.0073
40.8857,-73.9121
40.7373,-73.9963
40.6972,-73.9338
40.7394,-73.9939
40.7141,-73.946
40.7515,-73.9834
40.7149,-73.9405
40.8343,-73.9021
40.7594,-73.968
40.701,-73.9248
40.7743,-73.9544
40.7241,-74.0054
40.7721,-73.9828
40.7834,-73.947
40.7356,-74.0031
40.7206,-73.9985
40.7556,-73.9766
40.7574,-73.9671
40.733,-74.0031
40.7207,-73.9782
40.7685,-73.8625
40.7556,-73.9838
40.7146,-73.9981
40.6675,-73.9811
40.7561,-73.9641
40.7714,-73.9526
40.7238,-73.9968
40.7313,-73.9747
40.76,-73.9809
40.7553,-73.9198
40.6878,-74.1814
40.7499,-73.986
40.7551,-73.9671
40.7414,-74.006
40.6876,-73.9587
40.7126,-73.9979
40.7421,-74.0039
40.7448,-73.9888
40.7161,-74.0044
40.7561,-73.9744
40.7768,-73.9495
40.7395,-74.0055
40.7795,-73.9835
40.7279,-73.9806
40.7778,-73.9491
40.6992,-73.9922
40.7468,-73.9713
40.7387,-73.9826
40.7396,-74.0063
40.7399,-74.0051
40.7498,-73.9913
40.7613,-73.9715
40.7354,-74.0059
40.7719,-73.9631
40.7154,-74.0167
40.7428,-73.9722
40.733,-74.0073
40.6446,-73.7831
40.7341,-74.0081
40.7596,-73.9662
40.7236,-74.0047
40.7616,-73.9746
40.5999,-73.9672
40.7832,-73.9569
40.7509,-74.0042
40.7906,-73.974
40.6893,-73.9785
40.7074,-73.9443
40.7242,-73.9975
40.7482,-73.9875
40.7565,-73.9834
40.7527,-73.979
40.7709,-73.866
40.7388,-74.0069
40.7486,-73.9804
40.7107,-73.9676
40.7154,-74.0146
40.7279,-74.0054
40.7222,-73.9575
40.7488,-73.98
40.7079,-74.0085
40.7569,-73.9752
40.7327,-74.0089
40.7519,-73.9913
40.8008,-73.9663
40.7457,-73.9907
40.7452,-73.9763
40.7786,-73.9885
40.7822,-73.9827
40.758,-73.9856
40.6447,-73.7822
40.7513,-73.9716
40.7487,-73.9424
40.756,-73.9746
40.7704,-73.9685
40.7525,-73.992
40.7337,-74.0024
40.7795,-73.9779
40.7829,-73.9555
40.7064,-74.0177
40.7474,-74.0359
40.7123,-73.9364
40.7371,-74.0014
40.757,-74.0011
40.7874,-73.975
40.7676,-73.96
40.8029,-73.9655
40.7405,-74.0441
40.7616,-73.9674
41.0384,-73.7665
40.7243,-74.0046
40.7472,-73.9858
40.7092,-73.9388
40.7741,-73.8724
40.788,-73.9755
40.7609,-73.9875
40.7441,-73.9841
40.7637,-73.9394
40.7524,-73.9929
40.8007,-73.9665
40.6952,-74.1781
40.7468,-74.0077
40.7454,-73.9863
40.6663,-73.9856
40.7458,-73.9883
40.7437,-73.988
40.742,-74.0047
40.717,-74.0081
40.6877,-73.9597
40.7447,-73.9534
40.7797,-73.9617
40.7497,-73.9953
40.7594,-73.981
40.7085,-73.9579
40.7247,-73.948
40.6873,-73.9846
40.7532,-73.9702
40.6985,-73.9927
40.7269,-74.002
40.7452,-73.9514
40.7512,-73.9749
40.6932,-73.972
40.7076,-74.0046
40.7912,-73.9763
40.7479,-74.0046
40.756,-73.9678
40.7367,-73.9888
40.7676,-73.9706
40.721,-73.9993
40.7307,-73.9926
40.7582,-73.982
40.7651,-73.968
40.6811,-73.9483
40.7272,-74.0061
40.6533,-73.9639
40.7559,-73.9834
40.7154,-73.9479
40.7512,-73.9867
40.7161,-74.0128
40.7581,-73.9874
40.7812,-73.9515
40.7309,-74.0014
40.7259,-74.0028
40.6764,-73.9837
40.6457,-73.7766
40.8447,-73.9345
40.7411,-74.0019
40.7693,-73.9594
40.768,-73.9541
40.7146,-73.998
40.7442,-73.9834
40.7492,-74.0312
40.7339,-73.9994
40.7754,-73.9641
40.6442,-73.7822
40.738,-73.985
40.7098,-73.9487
40.6677,-73.4734
40.737,-73.9929
40.7691,-73.9851
40.7505,-73.9946
40.76,-73.9687
40.7499,-73.9796
40.7407,-73.986
40.7256,-74.0003
40.7167,-73.9946
40.7429,-74.176
40.7226,-73.9831
40.8491,-73.8458
40.738,-73.9888
40.7649,-73.9879
40.7566,-73.9801
40.7515,-74.0034
40.7167,-74.0087
40.8212,-73.9402
40.7616,-73.9779
40.698,-73.9928
40.7193,-74.0021
40.7635,-73.9719
40.7543,-73.9777
40.694,-73.9624
40.7081,-73.9434
40.7619,-73.9794
40.7542,-73.9803
40.7363,-73.9238
40.7611,-73.9994
40.746,-74.0019
40.7068,-73.948
40.7366,-74.0296
40.703,-73.9182
40.7425,-74.0004
40.7558,-73.9791
40.6736,-73.976
40.7608,-73.9627
40.7516,-74.0018
40.7879,-73.9796
40.725,-73.9789
40.7301,-74.007
40.7437,-74.0072
40.7631,-73.9738
40.7154,-73.9936
40.7648,-73.9741
40.7225,-74.0084
40.7592,-73.9678
40.857,-73.8845
40.7747,-73.9564
40.732,-74.0035
40.7383,-73.9834
40.7165,-74.0165
40.7539,-73.9761
40.7057,-74.0094
40.7152,-73.9927
40.6948,-74.1779
40.7451,-73.9889
40.7468,-73.9807
40.7306,-73.978
40.7989,-73.9382
40.7783,-73.9586
40.7765,-73.9622
40.7256,-74.0041
40.7449,-73.9762
40.8087,-73.9517
40.7214,-73.988
40.7624,-73.9833
40.7733,-73.8857
40.7245,-74.1595
40.7205,-73.7974
40.7333,-74.0047
40.9434,-73.7537
40.7347,-74.0094
40.7208,-74.0018
40.745,-74.0029
40.7406,-73.9221
40.705,-74.0074
40.6483,-73.7827
40.7685,-73.8626
40.7393,-73.9897
40.7753,-73.9634
40.7653,-73.9537
40.7271,-73.9897
40.7375,-74.0089
40.7149,-74.0134
40.7545,-73.9716
40.7439,-73.9523
40.7598,-73.9876
40.7586,-73.9835
40.8537,-73.9306
40.7197,-74.0104
40.7195,-73.9642
40.743,-73.9846
40.7836,-73.9505
40.7369,-73.9889
40.7195,-73.9933
40.7365,-73.9933
40.6763,-73.9069
40.7421,-73.9934
40.7742,-73.9631
40.7195,-74.0423
40.744,-73.9851
40.7596,-73.8299
40.6655,-73.9926
40.7375,-73.9874
40.7467,-73.9827
40.7693,-73.9812
40.7739,-73.8723
40.7401,-73.9792
40.6947,-73.9561
40.7723,-73.9823
40.7301,-74.0034
40.7978,-73.9486
40.877,-73.8298
40.7866,-73.9505
40.7211,-74.0043
40.7292,-73.9852
40.7625,-74.0013
40.7635,-73.9617
40.7763,-73.9823
40.7455,-73.9715
40.7405,-74.0056
40.7958,-73.9742
40.7324,-73.9914
40.7145,-74.0086
40.6244,-73.9685
40.7303,-73.9939
40.7174,-74.0036
40.7757,-73.9598
40.7282,-73.9993
40.7077,-74.0093
40.7704,-73.9582
40.7207,-74.0098
40.7138,-73.9494
40.7544,-73.9878
40.7522,-73.9935
40.7598,-73.9919
40.7189,-73.9551
40.7202,-73.9958
40.774,-73.9615
40.7698,-73.9588
40.759,-73.9724
40.7903,-73.9679
40.7058,-74.0056
40.7585,-73.9801
40.7283,-73.9998
40.7181,-73.9895
40.7666,-73.9528
40.7255,-73.9979
40.7175,-73.9801
40.7639,-73.971
40.7322,-73.9546
40.7387,-73.9886
40.7275,-73.9794
40.7479,-74.0003
40.7753,-73.9616
40.6461,-73.7769
40.7558,-73.9768
40.7628,-73.9783
40.876,-73.8834
40.7627,-74.0011
40.757,-73.982
40.682,-73.9499
40.8513,-73.8533
40.7375,-73.9536
40.7829,-73.9519
40.7409,-74.005
40.6449,-73.7821
40.7425,-73.9919
40.7625,-73.9964
40.7631,-73.979
40.6705,-73.9579
40.7171,-74.0142
40.7324,-73.9989
40.7168,-74.0087
40.7288,-73.959
40.7494,-74.0042
40.7537,-73.586
40.7638,-73.9642
40.7801,-73.9193
40.7347,-73.9906
40.7472,-73.9914
40.7207,-74.0086
40.6992,-73.9388
40.7476,-73.9922
40.7309,-74.0061
40.7598,-73.9918
40.6875,-73.9723
40.7536,-73.9745
40.7147,-73.9429
40.7847,-73.9762
40.7327,-73.9994
40.828,-73.9418
40.7185,-73.9874
40.7213,-73.9834
40.6902,-74.1783
40.747,-73.9936
40.7568,-73.9865
40.7625,-73.9887
40.7396,-73.9826
40.7212,-73.9563
40.7318,-74.0009
40.7497,-73.9916
40.7553,-73.9874
40.7318,-73.9897
40.6816,-73.9579
40.727,-73.9494
40.7413,-74.0041
40.7249,-74.0006
40.7517,-73.9937
40.7711,-73.9566
40.7526,-73.9925
40.714,-74.008
40.7385,-73.9996
40.7539,-73.9847
40.7277,-73.9839
40.734,-74.0029
40.7534,-73.9892
40.7645,-73.9643
40.7826,-73.9729
40.7114,-73.9642
40.7321,-74.0036
40.7407,-74.0045
40.7202,-73.9792
40.6932,-73.9994
40.7649,-73.9782
40.7669,-73.9626
40.7442,-73.9802
40.7215,-73.9875
40.7313,-73.9748
40.77,-73.8646
40.7864,-73.9717
40.7108,-74.0073
40.7738,-73.8743
40.7654,-73.9715
40.7604,-73.9778
40.7828,-73.9735
40.72,-74.0102
40.7481,-73.9807
40.766,-73.9693
40.7443,-74.0066
40.7281,-73.9981
40.7536,-73.9882
40.7344,-73.9998
40.7697,-73.9648
40.7199,-73.9601
40.7535,-73.8234
40.7548,-74.0268
40.7555,-73.9752
40.7221,-73.9971
40.7501,-73.9877
40.9052,-73.8514
40.7603,-73.995
40.7272,-73.9864
40.7112,-73.9477
40.7476,-73.9723
40.724,-73.9911
40.741,-73.9788
40.7194,-73.9904
40.7237,-74.0003
40.8607,-73.9294
40.7308,-74.0043
40.6866,-73.9221
40.7353,-74.0099
40.7368,-73.9972
40.8578,-73.9331
40.8862,-73.9048
40.7331,-73.9957
40.6693,-73.8011
40.7409,-74.0075
40.7761,-73.9797
40.7657,-73.9832
40.7028,-73.9907
40.735,-73.9934
40.7456,-73.9894
40.754,-73.9902
40.7433,-73.9938
40.7403,-73.9996
40.6488,-73.9775
40.7091,-74.0088
40.7645,-73.9699
40.7574,-73.9822
40.7104,-73.958
40.7555,-73.9864
40.7944,-73.9435
40.7379,-74.0019
40.7506,-73.8826
40.7695,-73.981
40.7592,-73.9811
40.6736,-73.9688
40.6486,-73.7834
40.72,-73.9937
40.7606,-74.0027
40.7562,-73.9806
40.7468,-73.9857
40.7368,-73.989
40.7394,-74.0067
40.7435,-73.9839
40.7644,-73.9703
40.7685,-73.985
40.7822,-73.9514
40.7526,-73.9728
40.6815,-73.9802
40.7674,-73.9868
40.7752,-73.9475
40.7422,-73.9985
40.7602,-73.9721
40.7144,-73.9615
40.7294,-73.9873
40.6931,-73.9719
40.7642,-73.9791
40.7116,-74.0159
40.6987,-73.931
40.7051,-74.01
40.7657,-73.9787
40.7576,-73.9648
40.7331,-74.0033
40.7407,-73.9945
40.7467,-73.9957
40.733,-73.9557
40.6874,-73.9737
40.764,-73.9559
40.7504,-73.979
40.7684,-73.9822
40.7096,-74.0148
40.7371,-73.9848
40.7455,-74.0083
40.7667,-73.9964
40.7787,-73.9883
40.7192,-74.0122
40.7268,-73.9956
40.6912,-73.9898
40.7169,-73.9544
40.7567,-73.9939
40.7685,-73.9848
40.6447,-73.7824
40.6444,-73.7822
40.7652,-73.9878
40.7689,-73.9819
40.6924,-73.9432
40.7199,-73.9971
40.729,-73.9903
40.7149,-73.9587
40.7582,-73.9928
40.7199,-73.9992
40.7594,-73.9726
40.7588,-73.9831
40.7637,-73.9887
40.6447,-73.7821
40.7469,-73.9813
40.7378,-74.0056
40.6911,-73.996
40.7576,-73.9828
40.774,-73.8726
40.7606,-73.9918
40.7666,-73.9684
40.7697,-73.9505
40.7614,-73.9867
40.6624,-73.9505
40.7463,-73.9729
40.7296,-73.9863
40.6467,-73.7899
40.7226,-73.9979
40.6454,-73.9643
40.7728,-73.9859
40.7312,-73.982
40.7149,-74.0062
40.7473,-73.9724
40.7213,-73.9561
40.7353,-74.0084
40.719,-74.0034
40.841,-73.8726
40.7676,-73.9811
40.7627,-73.9835
40.7448,-73.9935
40.757,-73.998
40.6787,-73.854
40.7426,-73.996
40.6451,-73.781
40.7071,-73.8295
40.7188,-73.9926
40.7455,-74.0021
40.7544,-73.9634
40.7394,-74.0016
40.6952,-74.1782
40.7168,-73.9654
40.6953,-74.1774
40.7496,-73.9925
40.727,-73.9802
40.6484,-73.7829
40.7499,-73.9813
40.744,-73.9779
40.7556,-73.992
40.7517,-73.9883
40.8652,-73.9309
40.7569,-73.9765
40.7755,-73.9279
40.7853,-73.9349
40.7419,-74.0041
40.7115,-73.9959
40.7514,-73.9935
40.7672,-73.9537
40.7469,-73.9816
40.7319,-74.0052
40.7923,-73.9739
40.7471,-74.0025
40.7405,-74.0052
40.7405,-73.9903
40.7791,-73.9787
40.7396,-73.9826
40.6929,-74.4124
40.6435,-73.7898
40.688,-73.9739
40.7653,-73.9739
40.7749,-73.9785
40.7712,-73.866
40.6879,-73.9626
40.7666,-73.9672
40.7868,-73.9534
40.716,-74.0021
40.7018,-74.012
40.7637,-73.9671
40.7359,-73.9873
40.7269,-73.9917
40.7809,-73.979
40.7494,-73.9912
40.6933,-73.9907
40.7407,-73.9798
40.66,-73.8022
40.7461,-73.9821
40.7643,-73.9765
40.7424,-73.9482
40.7539,-73.9889
40.7306,-74.0016
40.7498,-73.9919
40.751,-73.9964
40.8273,-73.83
40.7281,-73.9902
40.7561,-73.9751
40.7705,-73.8653
40.7543,-73.9891
40.7544,-73.9793
40.7748,-73.9542
40.7244,-73.9987
40.7297,-73.9785
40.7456,-74.0056
40.7193,-74.004
40.7111,-74.0109
40.7213,-74.0002
40.7209,-73.9466
40.7464,-73.9581
40.6753,-73.9695
40.7507,-73.9911
40.7814,-73.9814
40.7606,-73.9714
40.765,-73.9814
40.745,-73.982
40.6741,-73.9744
40.6705,-73.9803
40.7561,-73.9726
40.7594,-73.9791
40.7751,-73.9886
40.6801,-73.9946
40.7442,-73.9889
40.7095,-74.0179
40.7385,-73.9916
40.7264,-74.0015
40.7049,-74.009
40.6447,-73.7822
40.7436,-74.0034
40.7447,-73.9568
40.7643,-73.987
40.7701,-73.9911
40.7562,-73.9698
40.728,-74.0029
40.6974,-73.9926
40.7368,-73.9887
40.7514,-74.0069
40.6891,-73.9992
40.754,-73.9876
40.7407,-73.9979
40.7558,-73.9918
40.7601,-73.9819
40.7517,-74.0038
40.7553,-73.9863
40.7404,-73.9922
40.7361,-73.996
40.7311,-74.0072
40.7424,-73.9956
40.721,-73.9938
40.7326,-73.9878
40.6841,-73.9922
40.8182,-73.9447
40.7522,-74.0028
40.7616,-73.9682
40.6706,-73.946
40.7619,-73.9738
40.7054,-74.0171
40.7461,-74.008
40.7449,-73.9761
40.7346,-73.9998
40.7541,-73.9488
40.7198,-74.005
40.7218,-73.9945
40.7707,-73.992
40.6768,-73.9214
40.6628,-73.9549
40.6931,-74.0011
40.7197,-74.0104
40.7207,-74.0009
40.7675,-73.9571
40.7565,-73.9924
40.7209,-73.9948
40.752,-73.9779
40.7583,-73.9763
40.7201,-73.9959
40.7621,-73.9786
40.7424,-73.9993
40.7516,-74.0038
40.7687,-73.9851
40.7386,-74.0088
40.7364,-74.0021
40.7531,-73.9956
40.6474,-73.802
40.6878,-74.182
40.7054,-74.0071
40.734,-73.9779
40.7685,-73.9815
40.8292,-73.9488
40.7112,-74.0054
40.769,-73.9698
40.7457,-73.99
40.7732,-73.8855
40.7356,-74.0083
40.704,-74.0073
40.7664,-73.9858
40.7972,-73.9712
40.749,-73.9941
40.825,-73.9527
40.774,-73.8728
40.7687,-73.9822
40.739,-73.9815
40.7758,-73.9898
40.7819,-73.9719
40.7121,-73.9645
40.7359,-74.0016
40.7418,-73.9779
40.7195,-73.9998
40.678,-73.9575
40.6761,-74.0166
40.699,-73.9885
40.7268,-73.9888
40.7322,-73.9893
40.7863,-73.9713
40.8204,-73.958
40.7435,-73.9813
40.738,-74.0043
40.7453,-73.9913
40.7548,-73.846
40.7219,-73.9961
40.7598,-73.9963
40.7395,-74.0039
40.7305,-73.9902
40.7219,-73.9975
40.7573,-73.993
40.7522,-73.9775
40.6679,-73.9807
40.7449,-73.9945
40.7129,-73.9241
40.7295,-73.9898
40.7714,-73.9092
40.7287,-74.0071
40.8054,-73.9622
40.7564,-73.9779
40.7034,-74.0099
40.7609,-73.9808
40.7513,-74.0067
40.7552,-73.9867
40.7203,-73.8447
40.724,-74.0043
40.6435,-73.9677
40.7298,-73.9969
40.7497,-74.0065
40.7592,-73.973
40.6417,-73.7889
40.7725,-73.9509
40.7646,-73.9727
40.6445,-73.7819
40.7112,-73.9416
40.7604,-73.9638
40.7706,-73.9478
40.711,-74.01
40.734,-73.9968
40.7442,-73.9852
40.736,-73.9911
40.74,-73.997
40.7707,-73.9629
40.7422,-73.9912
40.7221,-74.008
40.7439,-73.9916
40.764,-73.9746
40.6417,-73.7883
40.7557,-73.9836
40.7518,-74.0077
40.7214,-74.0015
40.859,-73.8846
40.6879,-74.1814
40.725,-74.0084
40.6743,-73.9855
40.7445,-73.9985
40.726,-73.9836
40.7338,-74.001
40.7607,-73.9599
40.7463,-73.9841
40.7279,-74.0067
40.7186,-73.9823
40.7294,-73.9901
40.7421,-73.9851
40.7705,-73.9028
40.7794,-73.9476
40.7668,-73.9872
40.765,-73.9625
40.7665,-73.9627
40.6911,-74.1779
40.7422,-73.993
40.725,-73.9948
40.7428,-74.0002
40.7524,-73.9941
40.6907,-74.1775
40.7351,-74.0062
40.7678,-73.9389
40.694,-73.9912
40.7869,-73.9535
40.7113,-73.9664
40.7647,-73.9756
40.7465,-73.9803
40.6465,-73.7896
40.787,-73.9696
40.7707,-73.9529
40.7411,-73.9882
40.751,-73.9807
40.7595,-73.9679
40.6951,-73.9456
40.7777,-73.9755
40.7561,-73.9752
40.7323,-74.0078
40.7397,-73.9868
40.7523,-74.0048
40.7246,-73.8913
40.7466,-73.9847
40.7206,-73.9871
40.7505,-73.9698
40.6449,-73.7822
40.7319,-73.9937
40.7475,-73.8535
40.7796,-73.9597
40.7225,-73.997
40.7463,-73.9948
40.7444,-73.9877
40.7034,-73.9325
40.7291,-73.9909
40.7722,-73.9825
40.6954,-73.9358
40.7665,-73.9781
40.714,-73.9488
40.7412,-74.0053
40.7568,-73.9813
40.7741,-73.9454
40.6487,-73.7841
40.7634,-73.9801
40.7255,-73.9899
40.7738,-73.8719
40.7228,-73.993
40.7581,-73.9738
40.7771,-73.9521
40.7961,-73.6725
40.7575,-73.9848
40.7278,-74.0041
40.7613,-73.9998
40.667,-73.9751
40.7355,-74.0034
40.7674,-73.9529
40.7614,-73.9977
40.7431,-73.9801
40.7671,-73.9603
40.7487,-74.0034
40.7132,-73.9516
40.7823,-73.9769
40.73,-74.0005
40.7632,-73.9964
40.7164,-73.9667
40.7215,-74.0408
40.8091,-73.9519
40.7691,-73.9694
40.7405,-74.0042
40.7325,-74.0034
40.761,-73.9612
40.6996,-73.8307
40.714,-73.9595
40.8269,-73.9474
40.7313,-73.9922
40.7455,-73.9987
40.7469,-73.9769
40.6448,-73.782
40.8655,-73.9211
40.6951,-73.9921
40.7574,-73.9756
40.7499,-73.9814
40.7535,-73.9724
40.7222,-74.0052
40.7285,-73.9797
40.7144,-74.0151
40.7881,-73.9673
40.7635,-73.9765
40.7611,-73.9712
40.6824,-73.9761
40.7445,-73.9557
40.6882,-73.9591
40.7664,-73.9784
40.7753,-73.9628
40.7367,-74.0037
40.7812,-73.948
40.6777,-73.9838
40.7824,-73.9581
40.7404,-73.9727
40.6435,-73.7899
40.7781,-73.9525
40.6017,-73.9935
40.5991,-73.9992
40.7708,-73.9638
40.7393,-73.9819
40.7625,-73.974
40.7202,-73.9942
40.7369,-73.9861
40.7207,-74.0001
40.7293,-73.9989
40.7432,-73.9841
40.7382,-73.997
40.7127,-73.9406
40.7844,-73.979
40.7591,-73.9943
40.7249,-73.9789
40.7403,-74.0033
40.7446,-73.9858
40.7725,-73.9897
40.7961,-73.9725
40.8047,-73.9678
40.7275,-74.0055
40.7405,-74.0043
40.7315,-74.0022
40.7377,-74.0003
40.7274,-73.9855
40.7598,-73.9845
40.7134,-74.0093
40.65,-74.0035
40.7633,-73.9671
40.7209,-73.9889
40.6891,-73.9927
40.6994,-73.9947
40.8212,-73.9356
40.7758,-73.9441
40.6921,-73.9946
40.6973,-73.993
40.7214,-74.0015
40.7593,-73.9753
40.7339,-73.9899
40.7503,-73.9948
40.6538,-73.9556
40.7505,-73.9716
40.734,-73.9992
40.8104,-73.9635
40.6753,-73.9999
40.7254,-73.9947
40.745,-73.9888
40.6884,-73.9379
40.7208,-73.994
40.753,-73.9813
40.7546,-73.8464
40.7647,-73.9808
40.7286,-73.9892
40.7685,-73.9555
40.7571,-73.9719
40.8101,-73.9649
40.7738,-73.9777
40.731,-74.0068
40.7584,-73.9854
40.7387,-73.9936
40.7023,-73.9828
40.7832,-73.9564
40.6574,-73.6412
40.8561,-73.9284
40.7232,-73.9991
40.7453,-74.0085
40.7542,-73.9804
40.6561,-74.0074
40.8366,-73.919
40.7423,-74.0006
40.7407,-74.0047
40.7619,-73.9727
40.7399,-74.0055
40.7558,-73.9768
40.6561,-73.9434
40.7542,-73.9741
40.7957,-73.9747
40.7709,-73.9488
40.6447,-73.7823
40.8136,-74.0083
40.7674,-73.9122
40.7382,-74.0052
40.7569,-73.9947
40.7707,-74.2261
40.7025,-73.9904
40.6863,-74.0011
40.746,-74.0054
40.7168,-74.0082
40.7438,-74.0065
40.77,-73.9612
40.7241,-74.0094
40.7188,-73.9893
40.7605,-73.9754
40.7568,-73.9974
40.7649,-73.9612
40.7727,-73.9645
40.7549,-73.8453
40.7965,-73.467
40.7246,-74.0019
40.7275,-74.0014
40.7077,-74.0068
40.7455,-73.9465
40.7556,-73.9161
40.7116,-73.9624
40.7739,-73.956
40.7156,-74.006
40.7852,-73.9472
40.7413,-73.9869
40.7412,-73.9754
40.7518,-73.9767
40.7704,-73.8653
40.7518,-73.9691
40.7319,-74.0049
40.756,-73.9967
40.757,-73.9698
40.7294,-74.0017
40.7404,-73.9891
40.7775,-73.989
40.7629,-73.9722
40.7293,-73.9779
40.7634,-73.9791
40.7545,-73.9833
40.7399,-74.0053
40.759,-73.9704
40.7291,-73.9538
40.7508,-73.8683
40.6754,-73.9886
40.6939,-73.9926
40.7113,-74.0103
40.7558,-73.9823
40.7439,-73.995
40.7533,-73.9687
40.7572,-73.99
40.7482,-73.9836
40.7561,-74.0018
40.7218,-73.9874
40.7905,-73.973
40.7394,-74.0277
40.755,-73.9719
40.7382,-73.9919
40.7352,-73.6613
40.7083,-74.0146
40.7139,-74.0148
40.7024,-74.0127
40.7697,-73.969
40.7428,-73.9773
40.7473,-74.0015
40.7772,-73.9789
40.7114,-73.937
40.7204,-74.0052
40.7691,-73.9814
40.7158,-74.0153
40.7277,-73.9934
